,site_id,delta,vote ,site_name,year_x,ADDRESS,CITY,COUNTY,STATE,ZIP_CODE,REGION,NPL_STATUS,LATITUDE,LONGITUDE,SITE_SCORE,FEDERAL,final_date,completion_date,NPL_STAT,deletion_date_new,CAG,region1,region2,region3,region4,region5,region6,region7,region8,region9,region10,f_black,f_maleunem,f_femunem,f_hispanic,f_unemployment,f_educated,f_urban,f_rural,f_lessthan,f_higher,income,npv,lognpv,federal_status,duration,event,president,final_date_year,State,year_y,party,Abbreviation
348,ILN000508170,689.0,55.6,ASARCO TAYLOR SPRINGS,2000,PUBLIC ROAD AND BROADWAY STREET,TAYLOR SPRING,MONTGOMERY,IL,62089.0,5,Currently on the,39.130666999999995,-89.494989,30.0,G,2006-09-27,2018-01-04,,,0,0,0,0,0,1,0,0,0,0,0,0.001574092011213894,0.009219696020675992,0.0096694413422115,0.010568931985282512,0.018889137362887488,0.4636833726479748,0.0,1.0,0.2199235349882588,0.44456937923848,26591.0,13739407,16.435778685166273,0,4117.0,0,bush_son2,2006,Illinois,2004,1,IL
349,IND000715490,661.0,55.8,CONRAIL RAIL YARD (ELKHART),1990,SR 33,ELKHART,ELKHART,IN,46514.0,5,Currently on the,41.6634,-86.0115,42.24,G,1990-08-30,2004-07-12,completed,,0,0,0,0,0,1,0,0,0,0,0,0.16426288279199752,0.030151103974966263,0.03925516403627048,0.04704781057509595,0.06940626801123674,0.8089538578865073,1.5986445775989493,0.4013554224010508,0.4617289759411844,0.7803687415645559,26315.5,10900000,16.204273347199372,0,5065.0,1,bush_father,1990,Indiana,1988,0,IN
350,IND001213503,144.0,55.8,CONTINENTAL STEEL CORP.,1980,W MARKLAND AVE,KOKOMO,HOWARD,IN,46902.0,5,Currently on the,40.47416,-86.15629,31.85,G,1989-03-31,2013-08-01,completed,,0,0,0,0,0,1,0,0,0,0,0,0.04892382738829994,0.1122205883979326,0.0809614902810134,0.031183668762110907,0.19318207867894602,1.276606298852503,2.95682091785416,0.04317908214584062,0.487767727683558,1.0085286799144253,20075.666666666668,10000000,16.11809565095832,0,8889.0,1,bush_father,1989,Indiana,1988,0,IN
351,IND016395899,144.0,55.8,CARTER LEE LUMBER CO.,1980,1621 WEST WASHINGTON STREET,INDIANAPOLIS,MARION,IN,46222.0,5,Deleted from the,39.7654,-86.1918,41,G,1989-03-31,1995-09-29,completed,9-Jul-96,0,0,0,0,0,1,0,0,0,0,0,1.1540544122181438,0.1299929279296812,0.08984993451051833,0.050362420802117856,0.21984286244019952,0.8896893488183482,5.0,0.0,1.7484421738391935,0.8518583288247736,11616.0,1,0.0,0,2373.0,1,bush_father,1989,Indiana,1988,0,IN
352,IND980500292,471.0,55.8,HIMCO DUMP,1990,COUNTY ROAD 10 AND NAPANEE EXTENS,ELKHART,ELKHART,IN,46514.0,5,Currently on the,41.7073,-86.0084,42.31,G,1990-02-21,2012-07-19,completed,,0,0,0,0,0,1,0,0,0,0,0,0.043533425506058966,0.01782259579660738,0.02328312343559427,0.018828997597331774,0.04110571923220165,1.018062447071307,1.5360431737805775,0.4639568262194225,0.28774895586802857,0.9571063047431922,31416.0,11821000,16.285388168732513,0,8184.0,1,bush_father,1990,Indiana,1988,0,IN
353,IND980607360,144.0,55.8,SOUTHSIDE SANITARY LANDFILL,1980,2561 KENTUCKY AVENUE,INDIANAPOLIS,MARION,IN,462215004.0,5,Deleted from the,39.71611,-86.205,41,G,1989-03-31,1995-09-28,completed,3-Jul-97,0,0,0,0,0,1,0,0,0,0,0,0.0030879384204740325,0.04042300277029024,0.006175834918484499,0.009491621928435324,0.046598837688774736,0.6030498579203605,2.0,0.0,0.5422191280828299,0.52133220348357,15267.0,1,0.0,0,2372.0,1,bush_father,1989,Indiana,1988,0,IN
354,IND980607881,144.0,55.8,"DOUGLASS ROAD/UNIROYAL, INC., LANDFILL",1980,NW INTERSECTION OF DOUGLASS AND G,MISHAWAKA,ST. JOSEPH,IN,46544.0,5,Currently on the,41.7132,-86.1926,36.61,G,1989-03-31,2000-09-19,completed,,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,5000.0,4700000,15.363073066680286,0,4190.0,1,bush_father,1989,Indiana,1988,0,IN
355,IND980997639,661.0,55.8,"TIPPECANOE SANITARY LANDFILL, INC.",1990,"2801 NORTH 9TH RD, 1/2 MI N OF US",LAFAYETTE,TIPPECANOE,IN,47905.0,5,Currently on the,40.456109999999995,-86.87221,42.24,G,1990-08-30,2001-09-27,completed,,0,0,0,0,0,1,0,0,0,0,0,0.008992804094816391,0.0062949646946528345,0.0065947251358602745,0.007494006459482594,0.012889689830513107,0.5959232634844229,0.3432254172282043,0.6567745782010924,0.06354915868753641,0.4889088728167316,36481.0,16800000,16.636889444373487,0,4046.0,1,bush_father,1990,Indiana,1988,0,IN
356,IND980999635,144.0,55.8,GALEN MYERS DUMP/DRUM SALVAGE,1980,11303 EDISON,OSCEOLA,ST. JOSEPH,IN,46561.0,5,Currently on the,41.69583,-86.0875,42.24,G,1989-03-31,1998-09-30,completed,,0,0,0,0,0,1,0,0,0,0,0,0.0039296583633425634,0.0222025729514507,0.02004126172394826,0.003340209318062523,0.04224383467539896,0.4211612149099803,0.7627468319694476,0.2372531680305523,0.16868061708674234,0.34728362255865003,21761.0,13739407,16.435778685166273,0,3470.0,1,bush_father,1989,Indiana,1988,0,IN
357,IND980999791,661.0,55.8,WHITEFORD SALES & SERVICE INC./NATIONALEASE,1990,2020 WEST SAMPLE STREET,SOUTH BEND,ST. JOSEPH,IN,46619.0,5,Deleted from the,41.66388,-86.28028,41,G,1990-08-30,1995-09-29,completed,6-Sep-96,0,0,0,0,0,1,0,0,0,0,0,0.8842185285401631,0.13770472555304228,0.08365474502971483,0.5216993762842935,0.22135947058275712,1.3636387564715429,3.9986902509675257,0.0013097658398587724,1.2276174423127384,1.3423833026585212,20180.25,1,0.0,0,1856.0,1,bush_father,1990,Indiana,1988,0,IN
358,IND000807107,47.0,55.8,REILLY TAR & CHEMICAL CORP. (INDIANAPOLIS P,1980,1500 S TIBBS AVE,INDIANAPOLIS,MARION,IN,46241.0,5,Currently on the,39.74028,-86.21833000000001,34.03,G,1984-09-21,1999-12-16,completed,,0,0,0,0,0,1,0,0,0,0,0,0.003745168870538267,0.07099207983978839,0.010604337532014282,0.01299559624036747,0.08159641737180268,0.4650779014347726,2.0,0.0,0.6694309505988311,0.4505929992288782,16260.0,5500000,15.520258650202699,0,5564.0,1,reagan2,1984,Indiana,1984,0,IN
359,IND006418651,47.0,55.8,BENNETT STONE QUARRY,1980,ST RTE 37 & ST RTE 46,BLOOMINGTON,MONROE,IN,47401.0,5,Currently on the,39.1902,-86.5612,32.55,G,1984-09-21,2000-09-25,completed,,0,0,0,0,0,1,0,0,0,0,0,0.06717137933751552,0.046595561080483634,0.03323263396400556,0.025126934505938003,0.07982819504448921,0.8309148700135777,1.7473204228910113,1.2526796243896978,0.3212871796115403,0.4994498611390641,12567.666666666664,1189972,13.989440335399127,0,5848.0,1,reagan2,1984,Indiana,1984,0,IN
360,IND016360265,47.0,55.8,"AMERICAN CHEMICAL SERVICE, INC.",1980,420 SOUTH COLFAX AVENUE,GRIFFITH,LAKE,IN,46319.0,5,Currently on the,41.5142,-87.4191,34.98,G,1984-09-21,2004-09-27,completed,,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0169195886122737,0.013082155828254569,0.021978022273331732,0.03000174444052827,0.412000698146876,1.0,0.0,0.15506715493703774,0.3581022155043372,14394.5,246000000,19.320842093896637,0,7311.0,1,reagan2,1984,Indiana,1984,0,IN
361,IND050530872,47.0,55.8,"NORTHSIDE SANITARY LANDFILL, INC",1980,985 S ST RD 421,ZIONSVILLE,BOONE,IN,46077.0,5,Currently on the,40.02833,-86.27333,46.04,G,1984-09-21,1996-09-03,completed,,0,0,0,0,0,1,0,0,0,0,0,0.0020770594588598594,0.01973205581063753,0.00913906891929752,0.008931357850970628,0.02887112472993505,1.0439298000555004,0.0,1.1799771561166132,0.16304913240051505,0.6812753166297195,27133.0,30000000,17.216707939626428,0,4365.0,1,reagan2,1984,Indiana,1984,0,IN
362,IND980504005,474.0,55.8,"WASTE, INC., LANDFILL",1980,1701 EAST US 12,MICHIGAN CITY,LA PORTE,IN,46360.0,5,Deleted from the,41.72166,-86.88,41,G,1987-07-22,1997-12-18,completed,20-Oct-08,0,0,0,0,0,1,0,0,0,0,0,0.9610072204083522,0.0576187593352888,0.04780095986615665,0.028229076463201826,0.10541971920144544,1.1699080434953406,0.0,0.8470000008586127,0.5452539583941134,0.8388878997823108,21662.666666666668,15700000,16.569171270318538,0,3802.0,1,reagan2,1987,Indiana,1984,0,IN
363,IND980679542,580.0,55.8,FORT WAYNE REDUCTION DUMP,1980,5225 OLD MAUMEE RD,FORT WAYNE,ALLEN,IN,46803.0,5,Currently on the,41.075,-85.06666,42.47,G,1986-06-10,1995-09-27,completed,,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,5000.0,10020000,16.120093653620994,0,3396.0,1,reagan2,1986,Indiana,1984,0,IN
364,IND980679559,580.0,55.8,MIDCO II,1980,5900 INDUSTRIAL HIGHWAY,GARY,LAKE,IN,46406.0,5,Currently on the,41.62278,-87.40861,30.16,G,1986-06-10,2018-01-04,,,0,0,0,0,0,1,0,0,0,0,0,0.5384055323905278,0.02972940114186047,0.02244873103245503,0.0734134217982931,0.0521781321743155,0.3352748455429959,1.0,0.0,0.19038951686339,0.2799417543359052,18377.0,19000000,16.759949537130716,0,11531.0,0,reagan2,1986,Indiana,1984,0,IN
365,IND980684583,47.0,55.8,POER FARM,1980,CO RD 1050E & CR 400N,HANCOCK COUNT,HANCOCK,IN,46117.0,5,Deleted from the,39.84471,-85.60528000000001,41,G,1984-09-21,1989-08-18,completed,11-Feb-91,0,0,0,0,0,1,0,0,0,0,0,0.0006325202050152522,0.023613743746066704,0.011174351668018102,0.00147585591352349,0.034788095414084806,0.400801197172655,0.0,1.0,0.15222431850424853,0.3527303494071679,22190.0,1,0.0,0,1792.0,1,reagan2,1984,Indiana,1984,0,IN
366,INT190010876,580.0,55.8,INTERNATIONAL MINERALS (E. PLANT),1980,LOCKPORT RD,TERRE HAUTE,VIGO,IN,47802.0,5,Deleted from the,39.43778,-87.39138,41,G,1986-06-10,1988-06-22,completed,11-Feb-91,0,0,0,0,0,1,0,0,0,0,0,0.14690927982037186,0.0578365364409684,0.04361979974445933,0.015461096079095966,0.10145633618542772,1.2985835466737778,2.1970077168484763,0.8029922831515239,0.5167361147614533,1.0172795746113472,15658.0,17354000,16.669333585335572,0,743.0,1,reagan2,1986,Indiana,1984,0,IN
367,IND005480462,484.0,55.8,CAM-OR INC.,1990,STATE ROAD 2 AND HIGHWAY 421,WESTVILLE,LA PORTE,IN,46391.0,5,Currently on the,41.54652,-86.8993,58.91,G,1998-03-06,2018-01-04,,,1,0,0,0,0,1,0,0,0,0,0,0.1875190233181796,0.012480973562124938,0.003957380529584221,0.01796042232628175,0.01643835409170916,0.5273972594192616,0.0,0.20015220682345727,0.2141552486201548,0.5203957346212935,28344.0,1025000,13.840203170554645,0,7244.0,0,clinton2,1998,Indiana,1996,0,IN
368,IND047030226,153.0,55.8,"U.S. SMELTER AND LEAD REFINERY, IN",2000,5300 KENNEDY AVE,EAST CHICAGO,LAKE,IN,46312.0,5,Currently on the,41.616758000000004,-87.464046,58.31,G,2009-04-09,2018-01-04,,,0,0,0,0,0,1,0,0,0,0,0,0.0006153930830771488,0.013846137969230348,0.008615365563076415,0.003384593156922484,0.022461503532306762,0.5338461838358983,0.0,1.0,0.16,0.5175384735343593,31900.0,29900000,17.213369038360916,0,3192.0,0,obama1,2009,Indiana,2008,0,IN
369,IND077005916,418.0,55.8,GARY DEVELOPMENT LANDFILL,2010,479 N. CLINE AVENUE,GARY,LAKE,IN,46406.0,5,Currently on the,41.365062,-87.25352099999999,30.0,G,2011-09-16,2018-01-04,,,0,0,0,0,0,1,0,0,0,0,0,0.022478615617884026,0.014919435509828941,0.002486571526782549,0.08404615189057184,0.01740600703661149,0.5530137246968095,0.8411577490285692,0.15884225097143095,0.04525561829518987,0.5009946282932564,80453.0,13739407,16.435778685166273,0,2302.0,0,obama1,2011,Indiana,2008,0,IN
370,INN000510229,320.0,55.8,LANE STREET GROUND WATER CONTAMINA,2000,LANE STREET AT COUNTY ROAD 106,ELKHART,ELKHART,IN,46514.0,5,Currently on the,41.71638,-85.92083000000001,40.53,G,2009-09-23,2018-01-04,,,0,0,0,0,0,1,0,0,0,0,0,0.012139196331788888,0.040363747319539296,0.049049165227456816,0.027251919836621053,0.08941291254699611,1.9549033824210655,0.0,4.0,0.6882077739781411,1.8626107712908093,36209.25,3600000,15.096444403426338,0,3025.0,0,obama1,2009,Indiana,2008,0,IN
371,IND074315896,426.0,55.8,FISHER-CALO,1980,PO BOX 684 KINGSBURY IND PK,LA PORTE,LA PORTE,IN,46350.0,5,Currently on the,41.5081,-86.6709,52.05,G,1983-09-08,1998-08-06,completed,,0,0,0,0,0,1,0,0,0,0,0,0.03856092401147755,0.01709400681622005,0.015503883426370569,0.0047704138969031406,0.03259789024259062,0.3381037545181289,0.0,1.0,0.19002185493187715,0.28980321815839616,18750.0,5500000,15.520258650202699,0,5446.0,1,reagan1,1983,Indiana,1980,0,IN
372,IND084259951,426.0,55.8,ENVIROCHEM CORP.,1980,865 SOUTH STATE ROAD 421,ZIONSVILLE,BOONE,IN,46077.0,5,Currently on the,40.03,-86.27833000000001,46.44,G,1983-09-08,2009-09-03,completed,,0,0,0,0,0,1,0,0,0,0,0,0.0020770594588598594,0.01973205581063753,0.00913906891929752,0.008931357850970628,0.02887112472993505,1.0439298000555004,0.0,1.1799771561166132,0.16304913240051505,0.6812753166297195,27133.0,25000000,17.034386382832476,0,9492.0,1,reagan1,1983,Indiana,1980,0,IN
373,IND980500524,426.0,55.8,LAKE SANDY JO (M&M LANDFILL),1980,3615 WEST 25TH AVENUE,GARY,LAKE,IN,46404.0,5,Currently on the,41.57083,-87.38223,38.21,G,1983-09-08,1994-09-20,completed,,0,0,0,0,0,1,0,0,0,0,0,3.4066172556169425,0.14247741865577235,0.11123107496119036,0.10935472479323467,0.2537084936169627,1.0635920332096058,4.0,0.0,1.0325231376381023,0.9111637046401964,18052.5,5690000,15.554220806102514,0,4030.0,1,reagan1,1983,Indiana,1980,0,IN
374,IND980614556,426.0,55.8,NEAL'S LANDFILL (BLOOMINGTON),1980,HWY #48,BLOOMINGTON,MONROE,IN,47401.0,5,Currently on the,39.1667,-86.6405,42.93,G,1983-09-08,2012-07-19,completed,,0,0,0,0,0,1,0,0,0,0,0,0.002005207604625063,0.03489070545402328,0.011830754500689251,0.005213573638769599,0.04672145995471254,0.3898135098084231,0.0,1.0,0.17625828608111094,0.3200320989003765,11004.0,2768997,14.833995718728893,0,10542.0,1,reagan1,1983,Indiana,1980,0,IN
375,IND980615421,426.0,55.8,MIDCO I,1980,7400 W 15TH AVE,GARY,LAKE,IN,46401.0,5,Currently on the,41.5895,-87.4284,46.44,G,1983-09-08,2018-01-04,,,0,0,0,0,0,1,0,0,0,0,0,1.8096444770073183,0.17187041074066173,0.1126069631386914,0.50582449081958,0.2844773738793531,1.900947010702616,6.0,0.0,1.1986568346886075,1.7086781541172418,22076.0,14000000,16.454567887579532,0,12537.0,0,reagan1,1983,Indiana,1980,0,IN
376,IND980794341,426.0,55.8,LEMON LANE LANDFILL,1980,LEMON LANE,BLOOMINGTON,MONROE,IN,47401.0,5,Currently on the,39.1731,-86.5598,29.31,G,1983-09-08,2012-09-26,completed,,0,0,0,0,0,1,0,0,0,0,0,0.05986278607591679,0.02943636088342512,0.025924067349467585,0.016547341291342006,0.055360428232892715,0.29770864698009697,1.025998480209262,0.9740014624132378,0.2418464629390261,0.20170597066835308,7519.5,9112000,16.025102784109155,0,10611.0,1,reagan1,1983,Indiana,1980,0,IN
377,IND980794358,426.0,55.8,MAIN STREET WELL FIELD,1980,1120 N MAIN ST,ELKHART,ELKHART,IN,46514.0,5,Currently on the,41.69638,-85.97916,42.49,G,1983-09-08,1995-09-28,completed,,0,0,0,0,0,1,0,0,0,0,0,0.14823155966158416,0.11286637171622775,0.13294926664373494,0.04703808931912898,0.2458156383599627,1.6551005011658475,3.908089630641245,0.09191036770416013,0.7472212564905403,1.34689836752738,16154.25,3370000,15.030423302328545,0,4403.0,1,reagan1,1983,Indiana,1980,0,IN
378,IND980794366,426.0,55.8,MARION (BRAGG) DUMP,1980,2627-2629 CENTRAL AVE,MARION,GRANT,IN,46952.0,5,Currently on the,40.53778,-85.63306,35.25,G,1983-09-08,1997-09-30,completed,,0,0,0,0,0,1,0,0,0,0,0,0.21975657809499044,0.059861131972373,0.04845819211482895,0.032102590138912514,0.10831932408720196,0.6482684397124492,0.0,1.1436493656102371,0.5102704375664955,0.558157458266436,15697.5,13739407,16.435778685166273,0,5136.0,1,reagan1,1983,Indiana,1980,0,IN
379,IND980794374,481.0,55.8,"WEDZEB ENTERPRISES, INC.",1980,320 SOUTH BALLARD STREET,LEBANON,BOONE,IN,46052.0,5,Deleted from the,40.0453,-86.4723,41,G,1983-07-15,1990-09-26,completed,10-Sep-91,0,0,0,0,0,1,0,0,0,0,0,0.003949549622128423,0.028611543584310558,0.02576179053073931,0.019555043421298008,0.05437333411504986,0.8122352236170399,0.0,0.06821230114906494,0.374385510209224,0.6788298765137796,15632.0,1,0.0,0,2630.0,1,reagan1,1983,Indiana,1980,0,IN
380,IND980794432,426.0,55.8,NINTH AVENUE DUMP,1980,7357 W NINTH AVE,GARY,LAKE,IN,46402.0,5,Currently on the,41.5934,-87.429,40.32,G,1983-09-08,1995-09-25,completed,,0,0,0,0,0,1,0,0,0,0,0,1.7502487327715814,0.14428972083068548,0.09875939411506897,0.4431099236657534,0.2430491149457544,1.546861408678614,5.0,0.0,1.0138319284160535,1.4024295968432448,22123.8,16510000,16.61947681589631,0,4400.0,1,reagan1,1983,Indiana,1980,0,IN
381,IND980904379,400.0,55.8,BECK'S LAKE,2010,INTERSECTION OF WASHINGTON AND FA,SOUTH BEND,ST. JOSEPH,IN,46619.0,5,Currently on the,41.67658,-86.297513,50.0,G,2013-12-12,2018-01-04,,,0,0,0,0,0,1,0,0,0,0,0,3.2975222879317885,0.2218443649981877,0.29353473468803776,1.820113623072719,0.5153790996862255,2.9160858039289885,7.0,0.0,1.0690674910635949,2.8078494526735978,26042.285714285717,13739407,16.435778685166273,0,1484.0,0,obama2,2013,Indiana,2012,0,IN
382,INN000508642,400.0,55.8,GARDEN CITY GROUND WATER PLUME,2010,JONESVILLE ROAD & COUNTY ROAD,GARDEN CITY,BARTHOLOMEW,IN,47201.0,5,Currently on the,39.186039,-85.930447,50.0,G,2013-12-12,2018-01-04,,,0,0,0,0,0,1,0,0,0,0,0,0.012759803309589784,0.01907392664073545,0.016969223707094864,0.04682977831063015,0.036043150347830316,0.5119705360769186,0.22217837000645607,0.7778216299935441,0.0728755533981079,0.4869771124562611,55050.0,1,0.0,0,1484.0,0,obama2,2013,Indiana,2012,0,IN
383,INN000508678,198.0,55.8,PIKE AND MULBERRY STREETS PCE PLUME,2010,INTERSECTION OF PIKE AND MULBERRY,MARTINSVILLE,MORGAN,IN,46151.0,5,Currently on the,39.427222,-86.428333,50.0,G,2013-05-24,2018-01-04,,,0,0,0,0,0,1,0,0,0,0,0,0.007631517565322616,0.05645721167653059,0.07257004414169599,0.04979112740651311,0.12902725581822658,2.189365254258731,3.2127210405583497,0.7872789594416503,0.4889239711926748,2.0686615853642123,42161.5,13739407,16.435778685166273,0,1686.0,0,obama2,2013,Indiana,2012,0,IN
384,INN000510399,400.0,55.8,KEYSTONE CORRIDOR GROUND WATER CONTAMIN,2010,INTERSECTION OF N. KEYSTONE AVE,INDIANAPOLIS,MARION,IN,46205.0,5,Currently on the,39.834821000000005,-86.121713,50.0,G,2013-12-12,2018-01-04,,,0,0,0,0,0,1,0,0,0,0,0,2.4578794448168457,0.07396503219884748,0.1545998571256728,0.1682297085695828,0.2285648893245203,2.1977277370466486,4.0,0.0,0.4134809523568767,2.0346276722489374,34173.5,13739407,16.435778685166273,0,1484.0,0,obama2,2013,Indiana,2012,0,IN
385,IND982073785,233.0,55.8,LUSHER STREET GROUND WATER CONTAMI,2000,IN THE VICINITY OF 1619 AVALON ST,Elkhart,ELKHART,IN,46516.0,5,Currently on the,41.672861,-85.996356,50.0,G,2008-03-19,2018-01-04,,,0,0,0,0,0,1,0,0,0,0,0,0.001394161986557917,0.009958160503335,0.01155149921109955,0.0075682275035767,0.021509659714434557,0.4722167051734155,0.0,1.0,0.17725553468835056,0.4538936478126216,34390.0,2000000,14.508657738524219,0,3578.0,0,bush_son2,2008,Indiana,2004,0,IN
386,INN000509938,611.0,55.8,ELM STREET GROUND WATER CONTAMINAT,2000,ELM STREET AND HIGHWAY 41,TERRE HAUTE,VIGO,IN,478071920.0,5,Currently on the,39.476586,-87.41431899999999,50.0,G,2007-03-07,2018-01-04,,,0,0,0,0,0,1,0,0,0,0,0,0.08407285314978957,0.014634923576144787,0.005449154992823472,0.00700606175624313,0.02008407856896826,0.5095749672554583,0.0,1.002335341465984,0.26700919238100074,0.4729877143525322,31613.0,13739407,16.435778685166273,0,3956.0,0,bush_son2,2007,Indiana,2004,0,IN
387,INN000508142,108.0,55.8,JACOBSVILLE NEIGHBORHOOD SOIL CONT,2000,MAIN AND ILLINOIS,EVANSVILLE,VANDERBURGH,IN,47710.0,5,Currently on the,37.97929,-87.56398,35.52,G,2004-07-22,2018-01-04,,,0,0,0,0,0,1,0,0,0,0,0,0.0447392049723938,0.016411886768225033,0.013264395517134271,0.010791369130697444,0.029676282285359307,0.44806654894047465,0.0,1.0,0.25337230714732834,0.4312050303797745,27194.0,135000000,18.720785336402702,0,4914.0,0,bush_son1,2004,Indiana,2000,0,IN
388,KS6214020756,661.0,58.9,FORT RILEY,1990,DICKMAN AVE,JUNCTION CITY,GEARY,KS,66441.0,7,Currently on the,39.16666,-96.75,33.79,F,1990-08-30,2018-01-04,,,0,0,0,0,0,0,0,1,0,0,0,0.32245838684095435,0.0032699223736504194,0.02103150580050388,0.09794886643524923,0.0243014281741543,0.3243162893152988,0.0,0.09594232837910803,0.02080855847039665,0.32268133417106165,20627.0,14100000,16.461685355348397,1,9989.0,0,bush_father,1990,Kansas,1988,0,KS
389,KSD000829846,144.0,58.9,PESTER REFINERY CO.,1980,N TOPEKA ST,EL DORADO,BUTLER,KS,67042.0,7,Currently on the,37.8438,-96.8574,30.16,G,1989-03-31,1999-09-08,completed,,0,0,0,0,0,0,0,1,0,0,0,0.030695576891315718,0.009293155321082255,0.0039425534312017025,0.036327794077216535,0.013235708752283956,0.4548014642052575,0.0,0.043086453766250116,0.17713320037355176,0.3449732454260212,11528.5,1,0.0,0,3813.0,1,bush_father,1989,Kansas,1988,0,KS
390,KSD007135429,144.0,58.9,HYDRO-FLEX INC.,1980,2101 NW BRICKYARD RD,TOPEKA,SHAWNEE,KS,66618.0,7,Deleted from the,39.086929999999995,-95.72610999999999,41,G,1989-03-31,1992-06-30,completed,9-Nov-93,0,0,0,0,0,0,0,1,0,0,0,0.10009135877695097,0.038322687413617516,0.01277422819954515,0.044619906056028114,0.051096915613162666,0.3132463212427873,0.9899917656906042,1.0100082343093957,0.2032768677111194,0.2963065810939515,8693.0,1,0.0,0,1187.0,1,bush_father,1989,Kansas,1988,0,KS
391,KSD007241656,471.0,58.9,29TH & MEAD GROUND WATER CONTAMINATION,1990,412 E 29TH N 26S 1E SW 1/4 S 33,WICHITA,SEDGWICK,KS,67219.0,7,Deleted from the,37.7336,-97.3266,41,G,1990-02-21,2018-01-04,,29-Apr-96,0,0,0,0,0,0,0,1,0,0,0,0.011000636207616718,0.018193358191167804,0.008038925493320878,0.024116776479962642,0.026232283684488683,0.5138565687358689,0.8813200747122197,0.11867992528778035,0.16670192501541553,0.4857203310791445,35254.0,1638456,14.309264892930713,0,10179.0,0,bush_father,1990,Kansas,1988,0,KS
392,KSD981710247,24.0,58.9,57TH AND NORTH BROADWAY STREETS SITE,1990,57TH & N BROADWAY STREETS,WICHITA,SEDGWICK,KS,67219.0,7,Currently on the,37.775,-97.31666,50.0,G,1992-10-14,2002-09-10,completed,,0,0,0,0,0,0,0,1,0,0,0,0.0786926961171493,0.033654351472441044,0.02026398830777501,0.07757285015440354,0.05391833978021605,1.5318191109426187,2.5584528823247235,0.4415472511755185,0.34074464725281955,1.42927520408591,37296.0,1688550,14.33938073045106,0,3618.0,1,bush_father,1992,Kansas,1988,0,KS
393,KSD031349624,570.0,58.9,"CHEMICAL COMMODITIES, INC.",1990,S. KEELER ST,OLATHE,JOHNSON,KS,66061.0,7,Currently on the,38.878190000000004,-94.80555,50.0,G,1994-05-31,2012-01-11,completed,,1,0,0,0,0,0,0,1,0,0,0,0.05683652478987875,0.028360010046152483,0.0195307882430868,0.04357873170355028,0.047890798289239284,1.0601608113552028,1.9986220014287448,0.0013779926567425765,0.172650067080091,1.0112090825310251,32438.5,4400000,15.29711509888849,0,6434.0,1,clinton1,1994,Kansas,1992,0,KS
394,KSD046746731,405.0,58.9,ACE SERVICES,1990,345 CONVESSE,COLBY,THOMAS,KS,67701.0,7,Currently on the,39.39694,-101.03916,50.0,G,1995-09-29,2003-09-22,completed,,0,0,0,0,0,0,0,1,0,0,0,0.004638829176203116,0.012259781817025995,0.007786620083524172,0.011100062791261306,0.020046401900550168,0.5067925841427461,0.0,0.10603047949329256,0.08896620105736218,0.4743207486247537,22070.0,4489500,15.317251894943,0,2915.0,1,clinton1,1995,Kansas,1992,0,KS
395,KSD984985929,143.0,58.9,WRIGHT GROUND WATER CONTAMINATION,1990,7 MILES NE OF DODGE CITY OFF HWY,WRIGHT,FORD,KS,67882.0,7,Currently on the,37.78055,-99.88888,50.0,G,1996-06-17,2008-07-30,completed,,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0055221367601408,0.004015998412719143,0.009538135172859943,0.009538135172859943,0.5321286820150131,0.0,1.0,0.12801203354520235,0.500000138942652,24250.0,238000,12.380025952653611,0,4426.0,1,clinton1,1996,Kansas,1992,0,KS
396,KSD065735912,233.0,58.9,"PLATING, INC.",2000,8801 WEST SIXTH STREET,Great Bend,BARTON,KS,67530.0,7,Currently on the,38.346542,-98.84946,50.0,G,2008-03-19,2018-01-04,,,0,0,0,0,0,0,0,1,0,0,0,0.01069906068818413,0.008559248550547302,0.012838872825820954,0.009985664089526176,0.02139812137636826,0.5449356772320364,0.0,1.0,0.11697589331303045,0.5121254762271631,31354.0,1,0.0,0,3578.0,0,bush_son2,2008,Kansas,2004,0,KS
397,KSD980631980,481.0,58.9,JOHNS' SLUDGE POND,1980,29TH ST NE OF HYDRAULIC,WICHITA,SEDGWICK,KS,67212.0,7,Deleted from the,37.7371,-97.3156,41,G,1983-07-15,1991-01-31,completed,6-Jan-92,0,0,0,0,0,0,0,1,0,0,0,0.9935884315402856,0.02463030168561707,0.02167674147045047,0.029486209439294607,0.04630704315606754,1.0607410235086392,2.6840636351449927,0.3159364217767965,0.8757845666323141,0.6295150340882215,14454.666666666664,1,0.0,0,2757.0,1,reagan1,1983,Kansas,1980,0,KS
398,KSD980632301,426.0,58.9,DOEPKE DISPOSAL (HOLLIDAY),1980,HOLLIDAY DR,SHAWNEE MISSI,JOHNSON,KS,66218.0,7,Currently on the,39.03333,-94.8,47.46,G,1983-09-08,1997-09-29,completed,,0,0,0,0,0,0,0,1,0,0,0,0.012254905383851685,0.012254905383851685,0.002450978073304773,0.010620914995872562,0.014705883457156456,0.4656862694304136,0.6560457516707942,0.3439542483292059,0.08905228842826439,0.2565359502889206,27083.0,13739407,16.435778685166273,0,5135.0,1,reagan1,1983,Kansas,1980,0,KS
