site_id,SITE_NAME,ADDRESS,CITY,COUNTY,STATE,ZIP_CODE,REGION,NPL_STATUS,LATITUDE,LONGITUDE,SITE_SCORE,FEDERAL,final_date,completion_date,deletion_date,NPL_STAT
KSD031349624,"CHEMICAL COMMODITIES, INC.",S. KEELER ST,OLATHE,JOHNSON,KS,66061,7,Currently on the,38.87819,-94.80555,50,G,5/31/1994,1/11/2012,,completed
KSD046746731,ACE SERVICES,345 CONVESSE,COLBY,THOMAS,KS,67701,7,Currently on the,39.39694,-101.03916,50,G,9/29/1995,9/22/2003,,completed
KSD065735912,"PLATING, INC.",8801 WEST SIXTH STREET,Great Bend,BARTON,KS,67530,7,Currently on the,38.346542,-98.84946,50,G,3/19/2008,10/10/2050,,
KSD980500789,ARKANSAS CITY DUMP,HWY 166 S,ARKANSAS CITY,COWLEY,KS,67005,7,Deleted from the,37.05166,-97.05166,,G,7/15/1983,9/8/1992,3/1/1996,completed
KSD980631766,OBEE ROAD,OBEE RD,HUTCHINSON,RENO,KS,67501,7,Currently on the,38.06388,-97.85138,33.62,G,7/22/1987,9/9/2011,,completed
KSD980631980,JOHNS' SLUDGE POND,29TH ST NE OF HYDRAULIC,WICHITA,SEDGWICK,KS,67212,7,Deleted from the,37.7371,-97.3156,,G,7/15/1983,1/31/1991,1/6/1992,completed
KSD980632301,DOEPKE DISPOSAL (HOLLIDAY),HOLLIDAY DR,SHAWNEE MISSI,JOHNSON,KS,66218,7,Currently on the,39.03333,-94.8,47.46,G,9/8/1983,9/29/1997,,completed
KSD980686174,BIG RIVER SAND CO.,4900 W 21ST,WICHITA,SEDGWICK,KS,67205,7,Deleted from the,37.72611,-97.40083,,G,6/10/1986,6/28/1988,10/14/1992,completed
KSD980741862,CHEROKEE COUNTY,SOUTHEAST PORTION OF THE  STATE OF KS,GALENA,CHEROKEE,KS,66739,7,Currently on the,37.00388,-94.82388,58.15,G,9/8/1983,10/10/2050,,
KSD980862726,STROTHER FIELD INDUSTRIAL PARK,NE 1/4 SEC 19 T33S R4E,WINFIELD,COWLEY,KS,67156,7,Currently on the,37.17083,-97.03193,33.62,G,6/10/1986,10/28/2008,,completed
KSD981710247,57TH AND NORTH BROADWAY STREETS SITE,57TH & N BROADWAY STREETS,WICHITA,SEDGWICK,KS,67219,7,Currently on the,37.775,-97.31666,50,G,10/14/1992,9/10/2002,,completed
KSD984985929,WRIGHT GROUND WATER CONTAMINATION,7 MILES NE OF DODGE CITY OFF HWY 50/56,WRIGHT,FORD,KS,67882,7,Currently on the,37.78055,-99.88888,50,G,6/17/1996,7/30/2008,,completed
KSN000705026,FORMER UNITED ZINC & ASSOCIATED SMELTERS,HIGHWAY 54 & KANSAS DRIVE,IOLA,ALLEN,KS,66749,7,Currently on the,37.92,-95.4,50,G,5/24/2013,10/10/2050,,
KY8890008982,PADUCAH GASEOUS DIFFUSION PLANT (USDOE),HOBBS AND WOODVILLE ROADS,PADUCAH,MCCRACKEN,KY,42053,4,Currently on the,37.12013,-88.81111,56.95,F,5/31/1994,10/10/2050,,
KYD006370167,B.F. GOODRICH,KY HWY 1523,CALVERT CITY,MARSHALL,KY,42029,4,Currently on the,37.0503,-88.3234,33.01,G,9/8/1983,9/29/1997,,completed
KYD006371074,GENERAL TIRE & RUBBER CO. (MAYFIELD LANDFIL,1 GENERAL ST,MAYFIELD,GRAVES,KY,42066,4,Deleted from the,36.7906,-88.6358,,G,2/21/1990,10/1/1993,10/27/2000,completed
KYD041981010,AIRCO,HWY 1523,CALVERT CITY,MARSHALL,KY,42029,4,Currently on the,37.0496,-88.3225,33.29,G,9/21/1984,9/29/1997,,completed
KYD045738291,"CALDWELL LACE LEATHER CO., INC.",111 E CALDWELL ST,AUBURN,LOGAN,KY,42206,4,Currently on the,36.8725,-86.74638,34.21,G,8/30/1990,6/30/1994,,completed
KYD049062375,NATIONAL SOUTHWIRE ALUMINUM CO.,JCT KY HWY 271 & 334,HAWESVILLE,HANCOCK,KY,42348,4,Currently on the,37.94499,-86.78777,50,G,5/31/1994,9/24/2008,,completed
KYD097267413,SMITH'S FARM,PRYOR VALLEY RD,BROOKS,BULLITT,KY,40165,4,Currently on the,38.0375,-85.73333,32.69,G,6/10/1986,9/23/1998,,completed
KYD980500961,A.L. TAYLOR (VALLEY OF DRUMS),ST HWY 1020,BROOKS,BULLITT,KY,40165,4,Deleted from the,38.08193,-85.725,,G,7/15/1983,8/10/1990,5/17/1996,completed
KYD980501019,BRANTLEY LANDFILL,HWY 85,ISLAND,MCLEAN,KY,41098,4,Currently on the,37.44625,-87.15611,52.73,G,2/21/1990,8/27/1998,,completed
KYD980501076,"GREEN RIVER DISPOSAL, INC.",KELLY CEMETARY RD,MACEO,DAVIESS,KY,42365,4,Currently on the,37.88945,-86.97361,29.12,G,8/30/1990,9/22/2000,,completed
KYD980501191,HOWE VALLEY LANDFILL,HAWKINS DR,HOWE VALLEY,HARDIN,KY,42732,4,Deleted from the,37.6685,-86.1242,,G,7/22/1987,9/29/1994,7/26/1996,completed
KYD980557052,LEE'S LANE LANDFILL,LEES LN @ OHIO RIV,LOUISVILLE,JEFFERSON,KY,40216,4,Deleted from the,38.19111,-85.88306,,G,7/15/1983,3/18/1988,4/25/1996,completed
KYD980601975,DISTLER FARM,BLEVINS GAP RD,JEFFERSON COU,JEFFERSON,KY,40272,4,Currently on the,38.00693,-85.93111,34.62,G,9/8/1983,7/9/1992,,completed
KYD980602155,DISTLER BRICKYARD,US HWYS 31 & 60,WEST POINT,HARDIN,KY,40117,4,Currently on the,37.98971,-85.95138,44.77,G,9/8/1983,1/11/1995,,completed
KYD980729107,MAXEY FLATS NUCLEAR DISPOSAL,MAXEY FLATS RD,HILLSBORO,FLEMING,KY,41049,4,Currently on the,38.2608,-83.5692,31.71,G,6/10/1986,10/10/2050,,
KYD980844625,FORT HARTFORD COAL CO. STONE QUARRY,DAVIDSON STATION RD,OLATON,OHIO,KY,42361,4,Currently on the,37.53888,-86.70276,43.84,G,8/30/1990,9/15/1999,,completed
KYD981028350,TRI-CITY DISPOSAL CO.,RTE. 1526 AT THE GRAVEL ROAD,SHEPHERDSVILL,BULLITT,KY,40109,4,Currently on the,38.04778,-85.76833,33.82,G,3/31/1989,3/29/1996,,completed
KYD981469794,RED PENN SANITATION CO. LANDFILL,SR 362 (ASH AVE),PEEWEE VALLEY,OLDHAM,KY,40014,4,Deleted from the,38.2881,-85.4654,,G,3/1/1989,9/22/2000,9/14/2001,completed
KYD985066380,NEWPORT DUMP,LICKING PIKE AND QUEEN CITY AV,NEWPORT,CAMPBELL,KY,41072,4,Deleted from the,39.07072,-84.49122,,G,7/15/1983,3/28/1988,6/3/1996,completed
KYD985069954,NATIONAL ELECTRIC COIL CO./COOPER INDUSTRIE,OLD HIGHWAY 119,DAYHOIT,HARLAN,KY,40824,4,Currently on the,36.84388,-83.37138,50,G,10/14/1992,8/21/1998,,completed
LA0000187518,MALLARD BAY LANDING BULK PLANT,0.6 MI. FROM CAMERON PARISH RD (PR) 109,GRAND CHENIER,CAMERON PARISH,LA,70542,6,Deleted from the,29.93401,-92.65546,,G,7/15/2000,9/18/2003,9/19/2005,completed
LA0213820533,LOUISIANA ARMY AMMUNITION PLANT,HWY 80 E/PO BOX 30059,DOYLINE,WEBSTER PARISH,LA,71130,6,Currently on the,32.5422,-93.421,30.26,F,3/13/1989,9/30/2010,,completed
LAD000239814,"AMERICAN CREOSOTE WORKS, INC. (WINNFIELD PL",1006 FRONT STREET,WINNFIELD,WINN PARISH,LA,71483,6,Currently on the,31.91861,-92.63472,50.7,G,10/14/1992,6/4/1999,,completed
LAD008149015,SOUTHERN SHIPBUILDING,999 CANULETTE ROAD,SLIDELL,ST. TAMMANY PARI,LA,70459,6,Deleted from the,30.2725,-89.80083,,G,8/20/1993,9/15/1997,6/16/1998,completed
LAD008187940,CENTRAL WOOD PRESERVING CO.,N AND S OF STATE HW 959 & EAST OF HW 67,SLAUGHTER,EAST FELICIANA P,LA,70722,6,Deleted from the,30.75888,-91.00944,,G,5/15/1993,9/8/2004,9/18/2009,completed
LAD008473142,MARION PRESSURE TREATING,STATE HIGHWAY 551 NEAR SH 33 JUNCTION,MARION,UNION PARISH,LA,71260,6,Currently on the,32.90833,-92.25294,50,G,2/4/2000,10/10/2050,,
LAD052510344,DELATTE METALS,1541 WEINBERGER ROAD,PONCHATOULA,TANGIPAHOA PARIS,LA,70454,6,Deleted from the,30.4225,-90.41083,,G,1/10/1999,9/22/2003,8/8/2005,completed
LAD057482713,"PETRO-PROCESSORS OF LOUISIANA, INC.",BROOKLAWN DRIVE,SCOTLANDVILLE,EAST BATON ROUGE,LA,70807,6,Currently on the,30.58333,-91.24333,41.44,G,9/21/1984,7/31/2003,,completed
LAD072606627,"COMBUSTION, INC.",RT 1; NE OF DENHAM SPRINGS,DENHAM SPRING,LIVINGSTON PARIS,LA,70726,6,Currently on the,30.5129,-90.8939,33.79,G,8/30/1990,6/26/2006,,completed
LAD980501456,CLEVE REBER,SEC 36 T10S R3E,SORRENTO,ASCENSION PARISH,LA,70778,6,Deleted from the,30.155,-90.87333,,G,7/15/1983,12/31/1996,12/30/1997,completed
LAD980745533,OLD INGER OIL REFINERY,HWY 75 4 1/2 MI N OF TOWN,DARROW,ASCENSION PARISH,LA,70725,6,Deleted from the,30.1647,-90.9955,,G,7/15/1983,9/12/2006,8/12/2008,completed
LAD980745541,BAYOU SORREL,CNFLNCE PAT BAYOU & UPR GRAND,BAYOU SORREL,IBERVILLE PARISH,LA,70764,6,Deleted from the,30.2244,-91.4095,,G,6/15/1984,5/26/1992,9/29/1997,completed
LAD980745632,BAYOU BONFOUCA,BAYOU BONFOUCA,SLIDELL,ST. TAMMANY,LA,70458,6,Currently on the,30.28221,-89.78416,29.78,G,9/8/1983,9/30/1997,,completed
LAD980749139,"PAB OIL & CHEMICAL SERVICE, INC.",607 JEAN EDIAS,ABBEVILLE,VERMILION PARISH,LA,70510,6,Deleted from the,30.0159,-92.1154,,G,1/31/1989,8/28/1998,1/3/2000,completed
LAD980750137,GULF COAST VACUUM SERVICES,P-7-31 OFF LA335,ABBEVILLE,VERMILION PARISH,LA,70510,6,Deleted from the,29.9581,-92.1857,,G,1/31/1989,9/20/1999,7/23/2001,completed
LAD980879449,DUTCHTOWN TREATMENT PLANT,I10 & HWY 74,ASCENSION PAR,ASCENSION PARISH,LA,70734,6,Deleted from the,30.25666,-90.98,,G,7/22/1987,1/12/1998,11/16/1999,completed
LAD981056997,AGRICULTURE STREET LANDFILL,ABUNDANCE STREET,NEW ORLEANS,ORLEANS PARISH,LA,70126,6,Currently on the,29.98866,-90.04016,50,G,12/16/1994,4/2/2002,,completed
LAD981058019,"D.L. MUD, INC.",408 SOUTHEAST ST./LA HWY 335,ABBEVILLE,VERMILION,LA,70510,6,Deleted from the,29.9555,-92.1867,,G,10/4/1989,6/30/1999,3/7/2000,completed
LAD981522998,MADISONVILLE CREOSOTE WORKS,"STATE HGWY 22, 2.5 MILES W OF CITY",MADISONVILLE,ST. TAMMANY,LA,70447,6,Currently on the,30.42722,-90.19861,48.01,G,12/23/1996,6/16/2000,,completed
LAD985185107,RUSTON FOUNDRY,1010 BOGAN STREET,ALEXANDRIA,RAPIDES PARISH,LA,71302,6,Deleted from the,31.29722,-92.43958,,G,5/15/1999,9/3/2008,7/13/2010,completed
LAN000605517,EVR-WOOD TREATING/EVANGELINE REFINING COMPA,"HWY 97N,1 MILE EAST OF INTERSTATE HWY 10",JENNINGS,ACADIA,LA,70546,6,Currently on the,30.248056,-92.6175,48.2,G,9/18/2012,10/10/2050,,
MA0213820939,MATERIALS TECHNOLOGY LABORATORY (USARMY),OFF OF US HWY 20/N BEACON ST,WATERTOWN,MIDDLESEX,MA,2172,1,Deleted from the,42.36041,-71.16611,,F,10/15/1988,9/29/2005,11/21/2006,completed
MA1210020631,"NATICK LABORATORY ARMY RESEARCH, DEVELOPMEN",100 KANSAS STREET,NATICK,MIDDLESEX,MA,1760,1,Currently on the,42.28888,-71.36361,50,F,5/31/1994,12/30/2014,,completed
MA2170022022,SOUTH WEYMOUTH NAVAL AIR STATION,1134 MAIN STREET,WEYMOUTH,NORFOLK,MA,2190,1,Currently on the,42.15527,-70.93347,50,F,5/31/1994,10/10/2050,,
MA2570024487,OTIS AIR NATIONAL GUARD BASE/CAMP EDWARDS,OTIS AFB HERBERT RD,FALMOUTH,BARNSTABLE,MA,2542,1,Currently on the,41.65166,-70.52138,45.92,F,11/21/1989,12/15/2009,,completed
MA6170023570,NAVAL WEAPONS INDUSTRIAL RESERVE PLANT,165 HARTWELL ROAD,BEDFORD,MIDDLESEX,MA,1730,1,Currently on the,42.47888,-71.29027,50,F,5/31/1994,4/1/2015,,completed
MA7210025154,FORT DEVENS,BUENA VISTA ST,FORT DEVENS,"WORCESTER, MIDDL",MA,1433,1,Currently on the,42.53611,-71.59611,42.24,F,11/21/1989,10/10/2050,,
MA8570024424,HANSCOM FIELD/HANSCOM AIR FORCE BASE,HARTWELL AVENUE,BEDFORD,MIDDLESEX,MA,1730,1,Currently on the,42.47066,-71.28944,50,F,5/31/1994,9/28/2007,,completed
MAD000192393,SILRESIM CHEMICAL CORP.,86 TANNER ST,LOWELL,MIDDLESEX,MA,1853,1,Currently on the,42.62888,-71.31388,42.72,G,9/8/1983,8/3/2011,,completed
MAD001002252,"W.R. GRACE & CO., INC. (ACTON PLANT)",50 INDEPENDENCE RD,ACTON,MIDDLESEX,MA,1720,1,Currently on the,42.45055,-71.42778,59.31,G,9/8/1983,2/8/2012,,completed
MAD001026319,ATLAS TACK CORP.,PLEASANT ST,FAIRHAVEN,BRISTOL,MA,2719,1,Currently on the,41.63556,-70.89445,42.6,G,2/21/1990,9/28/2007,,completed
MAD001031574,CREESE & COOK TANNERY (FORMER),55 CLINTON AVENUE,DANVERS,ESSEX,MA,1923,1,Currently on the,42.553056,-70.926667,60.57,G,5/24/2013,10/10/2050,,
MAD001041987,BAIRD & MCGUIRE,775 SOUTH ST,HOLBROOK,NORFOLK,MA,2343,1,Currently on the,42.14971,-71.02861,66.35,G,9/8/1983,9/26/2003,,completed
MAD001060805,HATHEWAY & PATTERSON,15 COUNTY ROAD,MANSFIELD,BRISTOL,MA,2048,1,Currently on the,42.03819,-71.2225,56.6,G,9/5/2002,9/28/2010,,completed
MAD001197755,WALTON & LONSBURY INC.,78 NORTH AVENUE,ATTLEBORO,BRISTOL,MA,2703,1,Currently on the,41.957501,-71.296946,58.3,G,5/24/2013,10/10/2050,,
MAD001403104,OLIN CHEMICAL,51 EAMES ST,WILMINGTON,MIDDLESEX,MA,1887,1,Currently on the,42.528056,-71.153889,50,G,4/19/2006,10/10/2050,,
MAD003809266,CHARLES-GEORGE RECLAMATION TRUST LANDFILL,CORNER DUNSTABLE & CUMMINGS RD,TYNGSBOROUGH,MIDDLESEX,MA,1879,1,Currently on the,42.66945,-71.44333,47.2,G,9/8/1983,9/25/1998,,completed
MAD051787323,IRON HORSE PARK,HIGH ST,BILLERICA,MIDDLESEX,MA,1862,1,Currently on the,42.58333,-71.26526,42.93,G,9/21/1984,10/10/2050,,
MAD062166335,"NUCLEAR METALS, INC.",2229 MAIN STREET,CONCORD,MIDDLESEX,MA,17423897,1,Currently on the,42.44166,-71.42194,58.31,G,6/14/2001,10/10/2050,,
MAD076580950,INDUSTRI-PLEX,COMMERCE & ATLANTIC,WOBURN,MIDDLESEX,MA,1801,1,Currently on the,42.51666,-71.14166,72.42,G,9/8/1983,10/10/2050,,
MAD079510780,CANNON ENGINEERING CORP. (CEC),FIRST ST,BRIDGEWATER,PLYMOUTH,MA,2324,1,Deleted from the,41.9727,-71.0256,,G,7/10/1983,9/30/1991,9/24/2013,completed
MAD980503973,SHPACK LANDFILL,UNION RD,NORTON/ATTLEB,BRISTOL,MA,2703,1,Currently on the,41.94333,-71.235,29.45,G,6/10/1986,9/18/2014,,completed
MAD980520621,"RE-SOLVE, INC.",N HIXVILLE RD,DARTMOUTH,BRISTOL,MA,2747,1,Currently on the,41.68806,-71.03388,47.71,G,9/8/1983,8/19/1998,,completed
MAD980520670,FORT DEVENS-SUDBURY TRAINING ANNEX,HUDSON RD,SUDBURY,MIDDLESEX,MA,1775,1,Deleted from the,42.40694,-71.47527,,F,2/21/1990,9/19/2000,1/29/2002,completed
MAD980520696,SUTTON BROOK DISPOSAL AREA,OFF OF SOUTH STREET,TEWKSBURY,MIDDLESEX,MA,1876,1,Currently on the,42.59822,-71.18319,57.12,G,6/14/2001,10/10/2050,,
MAD980523336,HAVERHILL MUNICIPAL LANDFILL,OLD GROVELAND RD,HAVERHILL,ESSEX,MA,1830,1,Currently on the,42.75388,-71.04666,30.29,G,6/10/1986,10/10/2050,,
MAD980524169,ROSE DISPOSAL PIT,BALANCE ROCK RD,LANESBORO,BERKSHIRE,MA,1237,1,Currently on the,42.5055,-73.2748,33.03,G,6/10/1986,9/20/1994,,completed
MAD980525232,PLYMOUTH HARBOR/CANNON ENGINEERING CORP.,CORDAGE PARK,PLYMOUTH,PLYMOUTH,MA,2360,1,Deleted from the,41.9796,-70.6854,,G,7/10/1983,5/29/1992,11/19/1993,completed
MAD980525240,SALEM ACRES,57 MARLBORO RD,SALEM,ESSEX,MA,1970,1,Deleted from the,42.503,-70.9313,,G,6/10/1986,9/23/1999,7/23/2001,completed
MAD980670566,NORWOOD PCBS,NEAR RTE 1 & DEAN STREET,NORWOOD,NORFOLK,MA,2062,1,Deleted from the,42.18083,-71.1925,,G,6/10/1986,9/23/1999,5/31/2011,completed
MAD980731335,NEW BEDFORD,ACUSHNET ESTUARY,NEW BEDFORD,BRISTOL,MA,2740,1,Currently on the,41.64317,-70.91988,,G,9/8/1983,10/10/2050,,
MAD980731343,SULLIVAN'S LEDGE,HATHAWAY RD,NEW BEDFORD,BRISTOL,MA,2740,1,Currently on the,41.65471,-70.95721,32.77,G,9/21/1984,9/29/2000,,completed
MAD980731483,PSC RESOURCES,10 WATER ST,PALMER,HAMPDEN,MA,1069,1,Currently on the,42.15333,-72.33028,38.66,G,9/8/1983,8/28/1998,,completed
MAD980732168,WELLS G&H,ABERJONA RIVER VALLEY,WOBURN,MIDDLESEX,MA,1801,1,Currently on the,42.49471,-71.13083,42.71,G,9/8/1983,10/10/2050,,
MAD980732317,GROVELAND WELLS,JOHNSON CREEK WATERSHED,GROVELAND,ESSEX,MA,1834,1,Currently on the,42.75333,-71.03888,40.74,G,9/8/1983,6/29/2000,,completed
MAD980732341,HOCOMONCO POND,FISHER ST,WESTBOROUGH,WORCESTER,MA,1581,1,Currently on the,42.27278,-71.65083,44.8,G,9/8/1983,9/22/1999,,completed
MAD982191363,BLACKBURN & UNION PRIVILEGES,SOUTH ST.,WALPOLE,NORFOLK,MA,2081,1,Currently on the,42.13874,-71.25166,50,G,5/31/1994,10/10/2050,,
MAD990685422,NYANZA CHEMICAL WASTE DUMP,MEGUNKO RD,ASHLAND,MIDDLESEX,MA,1721,1,Currently on the,42.25861,-71.47361,69.22,G,9/8/1983,10/10/2050,,
MD0120508940,BELTSVILLE AGRICULTURAL RESEARCH CENTER (US,BEAVERDAM AND SHEEP ROADS,BELTSVILLE,PRINCE GEORGE'S,MD,20705,3,Currently on the,39.02916,-76.88458,50,F,5/31/1994,10/10/2050,,
MD0570024000,ANDREWS AIR FORCE BASE,ALLENTOWN ROAD,ANDREWS AIR F,PRINCE GEORGE'S,MD,20762,3,Currently on the,38.79166,-76.875,50,F,5/10/1999,10/10/2050,,
MD2210020036,ABERDEEN PROVING GROUND (EDGEWOOD AREA),OFF RTE 40,EDGEWOOD,HARFORD,MD,21010,3,Currently on the,39.3954,-76.30773,53.57,F,2/21/1990,10/10/2050,,
MD3210021355,ABERDEEN PROVING GROUND (MICHAELSVILLE LAND,OFF RTE 40,ABERDEEN,HARFORD,MD,21005,3,Currently on the,39.4606,-76.1414,31.09,F,10/4/1989,6/11/2001,,completed
MD4690307844,CURTIS BAY COAST GUARD YARD,2401 HAWKINS POINT RD,BALTIMORE,ANNE ARUNDEL,MD,21226,3,Currently on the,39.2,-76.57269,50,F,9/5/2002,8/26/2013,,completed
MD7170024536,PATUXENT RIVER NAVAL AIR STATION,OPPOSITE LEXINGTON PARK (STATE HWY 235),PATUXENT RIVE,ST. MARY'S,MD,20670,3,Currently on the,38.27069,-76.41944,50,F,5/31/1994,10/10/2050,,
MD7170024684,INDIAN HEAD NAVAL SURFACE WARFARE CENTER,201 INDIAN HEAD HIGHWAY,INDIAN HEAD,CHARLES,MD,20640,3,Currently on the,38.59138,-77.1743,50,F,9/29/1995,10/10/2050,,
MD9210020567,FORT GEORGE G. MEADE,MARYLAND ROUTE 175,ODENTON,ANNE ARUNDEL,MD,21113,3,Currently on the,39.08333,-76.71527,51.44,F,7/28/1998,10/10/2050,,
MD9570024803,BRANDYWINE DRMO,BRANDYWINE ROAD AND CHERRY TREE CROSSING,BRANDYWINE,PRINCE GEORGE'S,MD,20613,3,Currently on the,38.69805,-76.845,50.15,F,5/10/1999,10/10/2050,,
MDD000218008,"SPECTRON, INC.",111 PROVIDENCE RD,ELKTON,CECIL,MD,21921,3,Currently on the,39.69124,-75.87777,51.42,G,5/31/1994,10/10/2050,,
MDD003061447,CENTRAL CHEMICAL (HAGERSTOWN),MITCHELL AVE,HAGERSTOWN,WASHINGTON,MD,21742,3,Currently on the,39.65666,-77.72361,50,G,9/25/1997,10/10/2050,,
MDD064882889,"MID-ATLANTIC WOOD PRESERVERS, INC.",P O BOX 58 SHIPLEY AVE,HARMANS,ANNE ARUNDEL,MD,21077,3,Deleted from the,39.16361,-76.69833,,G,6/10/1986,9/23/1993,7/18/2000,completed
MDD980504195,BUSH VALLEY LANDFILL,BUSH RD POB 246,ABINGDON,HARFORD,MD,21009,3,Currently on the,39.46721,-76.26195,40.3,G,3/31/1989,8/2/2001,,completed
MDD980504344,WOODLAWN COUNTY LANDFILL,FIRE TOWER & WAIBEL RDS.,COLORA,CECIL,MD,21917,3,Currently on the,39.64166,-76.09,48.13,G,7/22/1987,6/25/2001,,completed
MDD980555478,"CHEMICAL METALS INDUSTRIES, INC.",2001 & 2103 ANNAPOLIS RD,BALTIMORE,BALTIMORE CITY,MD,21230,3,Deleted from the,39.26541,-76.6325,,G,12/30/1982,12/30/1982,12/30/1982,completed
MDD980691588,LIMESTONE ROAD,LIMESTONE RD OFF RTE 51,CUMBERLAND,ALLEGANY,MD,21502,3,Currently on the,39.62638,-78.72221,30.54,G,9/8/1983,9/28/2000,,completed
MDD980704852,SOUTHERN MARYLAND WOOD TREATING,STATE ROUTE 235,HOLLYWOOD,ST. MARY'S,MD,20636,3,Deleted from the,38.3589,-76.5882,,G,6/10/1986,4/23/2001,4/5/2005,completed
MDD980705099,MIDDLETOWN ROAD DUMP,MIDDLETOWN RD,ANNAPOLIS,ANNE ARUNDEL,MD,21401,3,Deleted from the,39.031,-76.46714,,G,9/8/1983,3/17/1986,4/18/1988,completed
MDD980705164,ISLAND CHEMICAL CORP./VIRGIN ISLANDS CHEMIC,RTE 40,ELKTON,CECIL,MD,21921,3,Currently on the,39.61528,-75.89638,41.08,G,9/8/1983,10/10/2050,,
MDD980923783,KANE & LOMBARD STREET DRUMS,KANE & LOMBARD STS,BALTIMORE,BALTIMORE CITY,MD,21224,3,Currently on the,39.2956,-76.5419,30.15,G,6/10/1986,10/10/2050,,
MDD981038334,SAUER DUMP,4225 LYNHURST ROAD,DUNDALK,BALTIMORE,MD,21222,3,Currently on the,39.270267,-76.45271,50,G,3/15/2012,10/10/2050,,
MDD982364341,"ORDNANCE PRODUCTS, INC.",1079 MECHANICS VALLEY RD,NORTH EAST,CECIL,MD,219012507,3,Currently on the,39.63083,-75.92388,32.15,G,9/25/1997,6/19/2015,,completed
MDD985366756,DWYER PROPERTY GROUND WATER PLUME,NE OF INT. OF MD RTE 545 AND MD RTE 279,ELKTON,CECIL,MD,21921,3,Currently on the,39.612007,-75.844474,50,G,3/10/2011,10/10/2050,,
MDD985397249,PCB Warehouse,810 SCHREIDER STREET,Garapan,FREDERICK,MD,21702,3,Currently on the,39.434169,-77.446668,49.52,F,4/9/2009,10/10/2050,,
ME7170022019,PORTSMOUTH NAVAL SHIPYARD,SEAVEY ISLAND,KITTERY,YORK,ME,3904,1,Currently on the,43.08416,-70.74166,50,F,5/31/1994,10/10/2050,,
ME8170022018,BRUNSWICK NAVAL AIR STATION,RTE 24 AND 123,BRUNSWICK,CUMBERLAND,ME,4011,1,Currently on the,43.90634,-69.93398,43.38,F,7/22/1987,9/27/2002,,completed
ME9570024522,LORING AIR FORCE BASE,42 CSG/CC,LIMESTONE,AROOSTOOK,ME,4751,1,Currently on the,46.94444,-67.88388,34.49,F,2/21/1990,3/23/2001,,completed
MED042143883,"UNION CHEMICAL CO., INC.",RTE 17,SOUTH HOPE,KNOX,ME,4862,1,Currently on the,44.21444,-69.18902,32.11,G,10/4/1989,9/30/1997,,completed
MED980504393,SACO MUNICIPAL LANDFILL,FOSS RD,SACO,YORK,ME,4072,1,Currently on the,43.5302,-70.4815,29.49,G,2/21/1990,9/29/2000,,completed
MED980504435,WINTHROP LANDFILL,ANNABESSACOOK RD,WINTHROP,KENNEBEC,ME,4364,1,Currently on the,44.27583,-69.98833,35.62,G,9/8/1983,12/23/1997,,completed
MED980520241,SACO TANNERY WASTE PITS,FLAG POND RD,SACO,YORK,ME,4072,1,Deleted from the,43.56055,-70.42638,,G,7/20/1983,9/30/1993,9/29/1999,completed
MED980524078,MCKIN CO.,MAYALL RD,GRAY,CUMBERLAND,ME,4039,1,Currently on the,43.8841,-70.2942,60.97,G,9/8/1983,3/24/1992,,completed
MED980524128,CALLAHAN MINING CORP,HARBORSIDE,BROOKSVILLE (,HANCOCK,ME,4617,1,Currently on the,44.35163,-68.81013,50,G,9/5/2002,10/10/2050,,
MED980731475,O'CONNOR CO.,"EASTERN AVE, RT 17",AUGUSTA,KENNEBEC,ME,4330,1,Currently on the,44.30191,-69.73694,,G,7/25/1983,9/26/2002,7/22/2014,completed
MED980732291,PINETTE'S SALVAGE YARD,GARDNER CREEK RD,WASHBURN,AROOSTOOK,ME,4786,1,Deleted from the,46.7782,-68.1701,,G,12/31/1982,6/30/1997,9/30/2002,completed
MED980915474,EASTLAND WOOLEN MILL,MAIN STREET,CORINNA,PENOBSCOT,ME,4928,1,Currently on the,44.92166,-69.26111,70.71,G,7/22/1999,9/28/2006,,completed
MED981073711,EASTERN SURPLUS,ROUTE 191,MEDDYBEMPS,WASHINGTON,ME,4657,1,Currently on the,45.03888,-67.35833,50,G,6/17/1996,9/25/2001,,completed
MED985466168,WEST SITE/HOWS CORNERS,CAMBELL/SAWYER ROAD,PLYMOUTH,PENOBSCOT,ME,4969,1,Currently on the,44.74027,-69.18222,50,G,9/29/1995,9/28/2011,,completed
MEN000103584,LEEDS METAL,OFF OF BLUE ROCK ROAD,LEEDS,ANDROSCOGGIN,ME,4263,1,Currently on the,44.237223,-70.081391,32.25,G,9/18/2012,10/10/2050,,
MI0001119106,AIRCRAFT COMPONENTS (D & L SALES),671 NORTH SHORE DRIVE,BENTON HARBOR,BERRIEN,MI,49022,5,Currently on the,42.12694,-86.45444,,G,6/17/1996,8/24/2004,,completed
MI0001271535,H & K SALES,BRIDGE STREET,BELDING,IONIA,MI,48809,5,Deleted from the,43.09861,-85.22833,,G,6/15/1996,11/4/1997,5/21/1998,completed
MID000260281,KENTWOOD LANDFILL,4900 WALMA AVENUE,KENTWOOD,KENT,MI,49512,5,Currently on the,42.8738,-85.5906,35.39,G,9/8/1983,9/27/1995,,completed
